record_id,month,day,year,City,country_id,Country,Latitude,Longitude,AverageTemperatureUncertaintyCels,AverageTemperatureCels
474381,6,1,1853,Auckland,NEW,New Zealand,36.17S,175.03E,2.754,11.059
474382,7,1,1853,Auckland,NEW,New Zealand,36.17S,175.03E,1.416,11.326999999999998
474383,8,1,1853,Auckland,NEW,New Zealand,36.17S,175.03E,0.8609999999999987,11.585
474384,9,1,1853,Auckland,NEW,New Zealand,36.17S,175.03E,0.9099999999999989,11.431999999999999
474385,10,1,1853,Auckland,NEW,New Zealand,36.17S,175.03E,1.1020000000000014,12.706999999999999
474386,11,1,1853,Auckland,NEW,New Zealand,36.17S,175.03E,1.2510000000000017,13.716
474387,12,1,1853,Auckland,NEW,New Zealand,36.17S,175.03E,3.0589999999999997,15.469999999999997
474388,1,1,1854,Auckland,NEW,New Zealand,36.17S,175.03E,2.3499999999999983,18.106
474389,2,1,1854,Auckland,NEW,New Zealand,36.17S,175.03E,2.0320000000000014,18.54
474390,3,1,1854,Auckland,NEW,New Zealand,36.17S,175.03E,1.8869999999999996,18.316
474391,4,1,1854,Auckland,NEW,New Zealand,36.17S,175.03E,1.7789999999999986,15.514999999999999
474392,5,1,1854,Auckland,NEW,New Zealand,36.17S,175.03E,1.3950000000000016,14.168999999999999
474393,6,1,1854,Auckland,NEW,New Zealand,36.17S,175.03E,1.553999999999998,12.51
474394,7,1,1854,Auckland,NEW,New Zealand,36.17S,175.03E,1.6800000000000004,11.773000000000001
474395,8,1,1854,Auckland,NEW,New Zealand,36.17S,175.03E,1.307999999999999,11.558
474396,9,1,1854,Auckland,NEW,New Zealand,36.17S,175.03E,0.9349999999999998,11.883999999999999
474397,10,1,1854,Auckland,NEW,New Zealand,36.17S,175.03E,3.006000000000001,12.640999999999998
474398,11,1,1854,Auckland,NEW,New Zealand,36.17S,175.03E,1.6680000000000008,14.065
474399,12,1,1854,Auckland,NEW,New Zealand,36.17S,175.03E,2.1799999999999997,15.572000000000001
474400,1,1,1855,Auckland,NEW,New Zealand,36.17S,175.03E,2.2619999999999982,17.421
474401,2,1,1855,Auckland,NEW,New Zealand,36.17S,175.03E,2.8500000000000014,17.970000000000002
474402,3,1,1855,Auckland,NEW,New Zealand,36.17S,175.03E,1.2809999999999988,17.588
474403,4,1,1855,Auckland,NEW,New Zealand,36.17S,175.03E,1.5329999999999997,16.436
474404,5,1,1855,Auckland,NEW,New Zealand,36.17S,175.03E,1.2219999999999982,14.446
474405,6,1,1855,Auckland,NEW,New Zealand,36.17S,175.03E,0.9759999999999991,12.69
474406,7,1,1855,Auckland,NEW,New Zealand,36.17S,175.03E,0.8360000000000016,11.753
474407,8,1,1855,Auckland,NEW,New Zealand,36.17S,175.03E,1.578999999999999,11.282999999999998
474408,9,1,1855,Auckland,NEW,New Zealand,36.17S,175.03E,1.1689999999999994,11.45
474409,10,1,1855,Auckland,NEW,New Zealand,36.17S,175.03E,1.2390000000000019,14.114999999999998
474410,11,1,1855,Auckland,NEW,New Zealand,36.17S,175.03E,0.979,14.530999999999999
474411,12,1,1855,Auckland,NEW,New Zealand,36.17S,175.03E,2.056999999999998,16.067
474412,1,1,1856,Auckland,NEW,New Zealand,36.17S,175.03E,3.2870000000000013,16.578999999999997
474413,2,1,1856,Auckland,NEW,New Zealand,36.17S,175.03E,3.270999999999999,16.685
474414,3,1,1856,Auckland,NEW,New Zealand,36.17S,175.03E,2.173,16.737000000000002
474415,4,1,1856,Auckland,NEW,New Zealand,36.17S,175.03E,2.3869999999999987,15.445
474417,6,1,1856,Auckland,NEW,New Zealand,36.17S,175.03E,1.9919999999999995,11.815999999999999
474418,7,1,1856,Auckland,NEW,New Zealand,36.17S,175.03E,2.5919999999999987,10.517
474419,8,1,1856,Auckland,NEW,New Zealand,36.17S,175.03E,2.406000000000002,10.862
474420,9,1,1856,Auckland,NEW,New Zealand,36.17S,175.03E,1.5560000000000014,11.583000000000002
474421,10,1,1856,Auckland,NEW,New Zealand,36.17S,175.03E,3.260999999999999,12.171000000000001
474422,11,1,1856,Auckland,NEW,New Zealand,36.17S,175.03E,3.1539999999999995,13.103
474423,12,1,1856,Auckland,NEW,New Zealand,36.17S,175.03E,1.4560000000000015,17.637
474424,1,1,1857,Auckland,NEW,New Zealand,36.17S,175.03E,2.203000000000001,17.535999999999998
474425,2,1,1857,Auckland,NEW,New Zealand,36.17S,175.03E,3.308,17.287
474426,3,1,1857,Auckland,NEW,New Zealand,36.17S,175.03E,2.342000000000001,16.746999999999996
474427,4,1,1857,Auckland,NEW,New Zealand,36.17S,175.03E,2.0799999999999996,14.756
474428,5,1,1857,Auckland,NEW,New Zealand,36.17S,175.03E,2.955999999999999,12.113000000000001
474429,6,1,1857,Auckland,NEW,New Zealand,36.17S,175.03E,1.2539999999999984,11.641
474430,7,1,1857,Auckland,NEW,New Zealand,36.17S,175.03E,0.8389999999999986,11.482
474431,8,1,1857,Auckland,NEW,New Zealand,36.17S,175.03E,0.8469999999999998,11.297999999999998
474432,9,1,1857,Auckland,NEW,New Zealand,36.17S,175.03E,0.968000000000002,11.853
474433,10,1,1857,Auckland,NEW,New Zealand,36.17S,175.03E,1.5700000000000003,12.215999999999998
474434,11,1,1857,Auckland,NEW,New Zealand,36.17S,175.03E,2.574999999999999,13.589
474435,12,1,1857,Auckland,NEW,New Zealand,36.17S,175.03E,3.675999999999999,15.313
474436,1,1,1858,Auckland,NEW,New Zealand,36.17S,175.03E,4.723999999999999,16.139
474437,2,1,1858,Auckland,NEW,New Zealand,36.17S,175.03E,2.1579999999999995,17.412
474438,3,1,1858,Auckland,NEW,New Zealand,36.17S,175.03E,2.6980000000000004,17.114
474439,4,1,1858,Auckland,NEW,New Zealand,36.17S,175.03E,3.973999999999999,14.207
474440,5,1,1858,Auckland,NEW,New Zealand,36.17S,175.03E,3.889,12.801999999999998
474441,6,1,1858,Auckland,NEW,New Zealand,36.17S,175.03E,1.3979999999999986,11.892
474442,7,1,1858,Auckland,NEW,New Zealand,36.17S,175.03E,2.085,10.578
474443,8,1,1858,Auckland,NEW,New Zealand,36.17S,175.03E,1.0670000000000002,11.343
474444,9,1,1858,Auckland,NEW,New Zealand,36.17S,175.03E,0.9310000000000013,11.966000000000001
474445,10,1,1858,Auckland,NEW,New Zealand,36.17S,175.03E,1.778000000000001,12.556
474446,11,1,1858,Auckland,NEW,New Zealand,36.17S,175.03E,2.5599999999999983,14.029999999999998
474447,12,1,1858,Auckland,NEW,New Zealand,36.17S,175.03E,1.4369999999999983,16.82
474448,1,1,1859,Auckland,NEW,New Zealand,36.17S,175.03E,1.1439999999999984,18.103999999999996
474449,2,1,1859,Auckland,NEW,New Zealand,36.17S,175.03E,1.029000000000002,18.598
474450,3,1,1859,Auckland,NEW,New Zealand,36.17S,175.03E,2.0730000000000004,17.266000000000002
474451,4,1,1859,Auckland,NEW,New Zealand,36.17S,175.03E,1.5419999999999985,16.119999999999997
474452,5,1,1859,Auckland,NEW,New Zealand,36.17S,175.03E,1.5970000000000004,14.114999999999998
474454,7,1,1859,Auckland,NEW,New Zealand,36.17S,175.03E,0.7180000000000003,11.502
474455,8,1,1859,Auckland,NEW,New Zealand,36.17S,175.03E,1.3049999999999982,11.05
474456,9,1,1859,Auckland,NEW,New Zealand,36.17S,175.03E,0.838000000000001,11.289
474457,10,1,1859,Auckland,NEW,New Zealand,36.17S,175.03E,1.1240000000000014,14.063999999999998
474458,11,1,1859,Auckland,NEW,New Zealand,36.17S,175.03E,1.7440000000000013,14.774999999999999
474459,12,1,1859,Auckland,NEW,New Zealand,36.17S,175.03E,1.8340000000000007,16.342
474460,1,1,1860,Auckland,NEW,New Zealand,36.17S,175.03E,2.4180000000000015,18.465999999999998
474461,2,1,1860,Auckland,NEW,New Zealand,36.17S,175.03E,1.7930000000000015,18.78
474462,3,1,1860,Auckland,NEW,New Zealand,36.17S,175.03E,1.8649999999999995,17.615999999999996
474463,4,1,1860,Auckland,NEW,New Zealand,36.17S,175.03E,1.1850000000000014,16.724999999999998
474464,5,1,1860,Auckland,NEW,New Zealand,36.17S,175.03E,0.7700000000000016,14.617999999999999
474465,6,1,1860,Auckland,NEW,New Zealand,36.17S,175.03E,1.5800000000000005,12.964
474466,7,1,1860,Auckland,NEW,New Zealand,36.17S,175.03E,0.8970000000000016,11.446000000000002
474467,8,1,1860,Auckland,NEW,New Zealand,36.17S,175.03E,1.8020000000000003,10.816
474468,9,1,1860,Auckland,NEW,New Zealand,36.17S,175.03E,1.0099999999999987,11.656
474469,10,1,1860,Auckland,NEW,New Zealand,36.17S,175.03E,0.7239999999999982,13.218999999999998
474470,11,1,1860,Auckland,NEW,New Zealand,36.17S,175.03E,1.9719999999999989,15.604000000000001
474471,12,1,1860,Auckland,NEW,New Zealand,36.17S,175.03E,4.635999999999999,18.312999999999995
474472,1,1,1861,Auckland,NEW,New Zealand,36.17S,175.03E,2.5620000000000016,17.762999999999998
474473,2,1,1861,Auckland,NEW,New Zealand,36.17S,175.03E,3.335,20.547
474474,3,1,1861,Auckland,NEW,New Zealand,36.17S,175.03E,1.543,18.671
474475,4,1,1861,Auckland,NEW,New Zealand,36.17S,175.03E,2.320999999999999,17.254
474476,5,1,1861,Auckland,NEW,New Zealand,36.17S,175.03E,2.4,15.738999999999999
474477,6,1,1861,Auckland,NEW,New Zealand,36.17S,175.03E,2.449999999999998,14.299
474478,7,1,1861,Auckland,NEW,New Zealand,36.17S,175.03E,1.3009999999999995,12.562000000000001
474479,8,1,1861,Auckland,NEW,New Zealand,36.17S,175.03E,0.7849999999999981,11.309000000000001
474480,9,1,1861,Auckland,NEW,New Zealand,36.17S,175.03E,1.3020000000000012,12.937
474481,10,1,1861,Auckland,NEW,New Zealand,36.17S,175.03E,2.3490000000000006,14.652999999999999
474482,11,1,1861,Auckland,NEW,New Zealand,36.17S,175.03E,1.8730000000000007,15.921999999999999
474485,2,1,1862,Auckland,NEW,New Zealand,36.17S,175.03E,3.3060000000000005,20.241999999999997
474486,3,1,1862,Auckland,NEW,New Zealand,36.17S,175.03E,2.3740000000000014,18.844
474487,4,1,1862,Auckland,NEW,New Zealand,36.17S,175.03E,2.7049999999999996,16.697
474488,5,1,1862,Auckland,NEW,New Zealand,36.17S,175.03E,1.4090000000000005,14.190000000000001
474489,6,1,1862,Auckland,NEW,New Zealand,36.17S,175.03E,1.438,12.422
474490,7,1,1862,Auckland,NEW,New Zealand,36.17S,175.03E,2.572000000000002,12.488
474491,8,1,1862,Auckland,NEW,New Zealand,36.17S,175.03E,1.7660000000000013,11.951
474492,9,1,1862,Auckland,NEW,New Zealand,36.17S,175.03E,2.369000000000001,13.365999999999998
474493,10,1,1862,Auckland,NEW,New Zealand,36.17S,175.03E,1.680999999999998,13.328
474494,11,1,1862,Auckland,NEW,New Zealand,36.17S,175.03E,2.320000000000001,15.943000000000001
474495,12,1,1862,Auckland,NEW,New Zealand,36.17S,175.03E,2.351,16.828
474496,1,1,1863,Auckland,NEW,New Zealand,36.17S,175.03E,2.1529999999999996,18.860999999999997
474497,2,1,1863,Auckland,NEW,New Zealand,36.17S,175.03E,3.4410000000000016,17.922000000000004
474498,3,1,1863,Auckland,NEW,New Zealand,36.17S,175.03E,0.8210000000000011,17.581999999999997
474499,4,1,1863,Auckland,NEW,New Zealand,36.17S,175.03E,2.456,14.813
474500,5,1,1863,Auckland,NEW,New Zealand,36.17S,175.03E,1.6440000000000015,13.912999999999998
474501,6,1,1863,Auckland,NEW,New Zealand,36.17S,175.03E,1.7159999999999995,12.285
474502,7,1,1863,Auckland,NEW,New Zealand,36.17S,175.03E,2.4849999999999994,11.520999999999999
474503,8,1,1863,Auckland,NEW,New Zealand,36.17S,175.03E,2.4790000000000014,10.535999999999998
474504,9,1,1863,Auckland,NEW,New Zealand,36.17S,175.03E,1.7190000000000003,11.109999999999998
474505,10,1,1863,Auckland,NEW,New Zealand,36.17S,175.03E,2.4520000000000013,12.857000000000001
474506,11,1,1863,Auckland,NEW,New Zealand,36.17S,175.03E,2.774000000000001,12.96
474507,12,1,1863,Auckland,NEW,New Zealand,36.17S,175.03E,1.1730000000000018,15.418000000000001
474508,1,1,1864,Auckland,NEW,New Zealand,36.17S,175.03E,1.4040000000000004,19.624
474509,2,1,1864,Auckland,NEW,New Zealand,36.17S,175.03E,3.343000000000001,20.041000000000004
474510,3,1,1864,Auckland,NEW,New Zealand,36.17S,175.03E,1.7959999999999985,17.807
474511,4,1,1864,Auckland,NEW,New Zealand,36.17S,175.03E,2.7080000000000006,17.264
474512,5,1,1864,Auckland,NEW,New Zealand,36.17S,175.03E,1.7440000000000013,14.45
474513,6,1,1864,Auckland,NEW,New Zealand,36.17S,175.03E,1.267,12.813
474514,7,1,1864,Auckland,NEW,New Zealand,36.17S,175.03E,1.0500000000000003,13.008
474515,8,1,1864,Auckland,NEW,New Zealand,36.17S,175.03E,1.9039999999999995,10.396999999999998
474516,9,1,1864,Auckland,NEW,New Zealand,36.17S,175.03E,1.6930000000000018,13.280000000000001
474517,10,1,1864,Auckland,NEW,New Zealand,36.17S,175.03E,1.1389999999999982,14.630999999999998
474518,11,1,1864,Auckland,NEW,New Zealand,36.17S,175.03E,1.8619999999999988,16.572
474519,12,1,1864,Auckland,NEW,New Zealand,36.17S,175.03E,2.054999999999999,19.086
474520,1,1,1865,Auckland,NEW,New Zealand,36.17S,175.03E,1.272,19.352
474521,2,1,1865,Auckland,NEW,New Zealand,36.17S,175.03E,1.3310000000000006,19.773999999999997
474522,3,1,1865,Auckland,NEW,New Zealand,36.17S,175.03E,0.8500000000000006,18.542
474523,4,1,1865,Auckland,NEW,New Zealand,36.17S,175.03E,1.1909999999999994,16.477
474524,5,1,1865,Auckland,NEW,New Zealand,36.17S,175.03E,1.2040000000000006,13.814999999999998
474525,6,1,1865,Auckland,NEW,New Zealand,36.17S,175.03E,1.4099999999999981,12.139
474526,7,1,1865,Auckland,NEW,New Zealand,36.17S,175.03E,1.1260000000000008,11.326999999999998
474527,8,1,1865,Auckland,NEW,New Zealand,36.17S,175.03E,0.9029999999999995,11.180000000000001
474528,9,1,1865,Auckland,NEW,New Zealand,36.17S,175.03E,0.7500000000000008,12.308000000000002
474529,10,1,1865,Auckland,NEW,New Zealand,36.17S,175.03E,0.9369999999999992,12.791
474530,11,1,1865,Auckland,NEW,New Zealand,36.17S,175.03E,0.9190000000000016,15.255999999999998
474531,12,1,1865,Auckland,NEW,New Zealand,36.17S,175.03E,1.419000000000001,16.602
474532,1,1,1866,Auckland,NEW,New Zealand,36.17S,175.03E,1.5140000000000005,19.087
474533,2,1,1866,Auckland,NEW,New Zealand,36.17S,175.03E,2.1499999999999986,20.470000000000002
474534,3,1,1866,Auckland,NEW,New Zealand,36.17S,175.03E,2.8110000000000013,18.981999999999996
474535,4,1,1866,Auckland,NEW,New Zealand,36.17S,175.03E,1.0959999999999996,16.433
474536,5,1,1866,Auckland,NEW,New Zealand,36.17S,175.03E,2.0320000000000014,14.339999999999998
474537,6,1,1866,Auckland,NEW,New Zealand,36.17S,175.03E,0.7419999999999997,12.056999999999999
474538,7,1,1866,Auckland,NEW,New Zealand,36.17S,175.03E,1.9959999999999982,12.537999999999998
474539,8,1,1866,Auckland,NEW,New Zealand,36.17S,175.03E,1.9290000000000005,12.603
474540,9,1,1866,Auckland,NEW,New Zealand,36.17S,175.03E,1.5859999999999985,13.763000000000002
474541,10,1,1866,Auckland,NEW,New Zealand,36.17S,175.03E,1.9860000000000018,15.183
474542,11,1,1866,Auckland,NEW,New Zealand,36.17S,175.03E,2.544,17.394
474543,12,1,1866,Auckland,NEW,New Zealand,36.17S,175.03E,1.0920000000000012,18.995
474544,1,1,1867,Auckland,NEW,New Zealand,36.17S,175.03E,1.029000000000002,20.282999999999998
474545,2,1,1867,Auckland,NEW,New Zealand,36.17S,175.03E,0.9580000000000015,19.44
474546,3,1,1867,Auckland,NEW,New Zealand,36.17S,175.03E,1.2210000000000005,18.061
474547,4,1,1867,Auckland,NEW,New Zealand,36.17S,175.03E,1.2049999999999983,17.110999999999997
474548,5,1,1867,Auckland,NEW,New Zealand,36.17S,175.03E,0.6269999999999992,14.163
474549,6,1,1867,Auckland,NEW,New Zealand,36.17S,175.03E,0.6639999999999999,11.636999999999999
474550,7,1,1867,Auckland,NEW,New Zealand,36.17S,175.03E,0.9589999999999992,12.606000000000002
474551,8,1,1867,Auckland,NEW,New Zealand,36.17S,175.03E,1.0870000000000009,11.573
474552,9,1,1867,Auckland,NEW,New Zealand,36.17S,175.03E,0.7419999999999997,13.099
474553,10,1,1867,Auckland,NEW,New Zealand,36.17S,175.03E,0.6280000000000009,14.005
474554,11,1,1867,Auckland,NEW,New Zealand,36.17S,175.03E,2.7659999999999996,14.073
474555,12,1,1867,Auckland,NEW,New Zealand,36.17S,175.03E,1.5989999999999998,17.244999999999997
474556,1,1,1868,Auckland,NEW,New Zealand,36.17S,175.03E,0.8480000000000013,17.615999999999996
474557,2,1,1868,Auckland,NEW,New Zealand,36.17S,175.03E,1.9399999999999984,17.207
474558,3,1,1868,Auckland,NEW,New Zealand,36.17S,175.03E,1.3129999999999993,17.397
474559,4,1,1868,Auckland,NEW,New Zealand,36.17S,175.03E,2.2189999999999994,15.709000000000001
474560,5,1,1868,Auckland,NEW,New Zealand,36.17S,175.03E,1.377,13.833
474561,6,1,1868,Auckland,NEW,New Zealand,36.17S,175.03E,0.989999999999998,12.225000000000001
474562,7,1,1868,Auckland,NEW,New Zealand,36.17S,175.03E,1.1709999999999985,11.998999999999999
474563,8,1,1868,Auckland,NEW,New Zealand,36.17S,175.03E,0.8330000000000007,11.139999999999999
474564,9,1,1868,Auckland,NEW,New Zealand,36.17S,175.03E,0.7509999999999984,12.056000000000001
474565,10,1,1868,Auckland,NEW,New Zealand,36.17S,175.03E,0.8700000000000013,12.950999999999999
474566,11,1,1868,Auckland,NEW,New Zealand,36.17S,175.03E,1.1720000000000002,14.727999999999998
474567,12,1,1868,Auckland,NEW,New Zealand,36.17S,175.03E,1.206,15.992999999999999
474568,1,1,1869,Auckland,NEW,New Zealand,36.17S,175.03E,2.403000000000001,18.208
474569,2,1,1869,Auckland,NEW,New Zealand,36.17S,175.03E,2.425999999999999,18.392999999999997
474570,3,1,1869,Auckland,NEW,New Zealand,36.17S,175.03E,1.0190000000000015,17.369
474571,4,1,1869,Auckland,NEW,New Zealand,36.17S,175.03E,1.5029999999999986,16.177999999999997
474572,5,1,1869,Auckland,NEW,New Zealand,36.17S,175.03E,0.870999999999999,13.699999999999998
474573,6,1,1869,Auckland,NEW,New Zealand,36.17S,175.03E,1.0750000000000013,12.683
474574,7,1,1869,Auckland,NEW,New Zealand,36.17S,175.03E,0.718999999999998,10.804999999999998
474575,8,1,1869,Auckland,NEW,New Zealand,36.17S,175.03E,0.7629999999999981,11.617999999999999
474576,9,1,1869,Auckland,NEW,New Zealand,36.17S,175.03E,0.6210000000000014,12.142999999999999
474577,10,1,1869,Auckland,NEW,New Zealand,36.17S,175.03E,0.9890000000000003,13.326999999999998
474578,11,1,1869,Auckland,NEW,New Zealand,36.17S,175.03E,0.5809999999999998,15.240999999999998
474579,12,1,1869,Auckland,NEW,New Zealand,36.17S,175.03E,1.6750000000000003,17.217
474580,1,1,1870,Auckland,NEW,New Zealand,36.17S,175.03E,0.9670000000000003,18.538999999999998
474581,2,1,1870,Auckland,NEW,New Zealand,36.17S,175.03E,1.329999999999999,18.843
474582,3,1,1870,Auckland,NEW,New Zealand,36.17S,175.03E,1.0820000000000007,17.990000000000002
474583,4,1,1870,Auckland,NEW,New Zealand,36.17S,175.03E,1.136999999999999,15.572000000000001
474584,5,1,1870,Auckland,NEW,New Zealand,36.17S,175.03E,1.0999999999999983,14.332999999999998
474585,6,1,1870,Auckland,NEW,New Zealand,36.17S,175.03E,1.102999999999999,13.443000000000001
474586,7,1,1870,Auckland,NEW,New Zealand,36.17S,175.03E,0.8020000000000019,11.837000000000002
474587,8,1,1870,Auckland,NEW,New Zealand,36.17S,175.03E,0.6149999999999997,11.612999999999998
474588,9,1,1870,Auckland,NEW,New Zealand,36.17S,175.03E,0.9090000000000013,12.286999999999999
474589,10,1,1870,Auckland,NEW,New Zealand,36.17S,175.03E,0.9600000000000009,13.927999999999999
474590,11,1,1870,Auckland,NEW,New Zealand,36.17S,175.03E,1.551000000000001,16.194
474591,12,1,1870,Auckland,NEW,New Zealand,36.17S,175.03E,1.319000000000001,15.091999999999999
474592,1,1,1871,Auckland,NEW,New Zealand,36.17S,175.03E,1.2879999999999983,17.175
474593,2,1,1871,Auckland,NEW,New Zealand,36.17S,175.03E,1.7580000000000002,17.781999999999996
474594,3,1,1871,Auckland,NEW,New Zealand,36.17S,175.03E,1.0129999999999997,17.41
474595,4,1,1871,Auckland,NEW,New Zealand,36.17S,175.03E,0.9119999999999983,15.367
474596,5,1,1871,Auckland,NEW,New Zealand,36.17S,175.03E,0.6080000000000001,14.561999999999998
474597,6,1,1871,Auckland,NEW,New Zealand,36.17S,175.03E,0.5359999999999981,12.650000000000002
474598,7,1,1871,Auckland,NEW,New Zealand,36.17S,175.03E,0.5450000000000009,12.318000000000001
474599,8,1,1871,Auckland,NEW,New Zealand,36.17S,175.03E,0.743999999999999,11.419999999999998
474600,9,1,1871,Auckland,NEW,New Zealand,36.17S,175.03E,0.6189999999999982,11.710999999999999
474602,11,1,1871,Auckland,NEW,New Zealand,36.17S,175.03E,0.9400000000000001,14.764000000000001
474603,12,1,1871,Auckland,NEW,New Zealand,36.17S,175.03E,0.9639999999999994,16.331
474604,1,1,1872,Auckland,NEW,New Zealand,36.17S,175.03E,2.6030000000000006,19.161
474605,2,1,1872,Auckland,NEW,New Zealand,36.17S,175.03E,1.488000000000002,20.012999999999998
474606,3,1,1872,Auckland,NEW,New Zealand,36.17S,175.03E,1.0630000000000015,17.868999999999996
474607,4,1,1872,Auckland,NEW,New Zealand,36.17S,175.03E,1.7050000000000014,16.658
474608,5,1,1872,Auckland,NEW,New Zealand,36.17S,175.03E,0.9090000000000013,15.151
474609,6,1,1872,Auckland,NEW,New Zealand,36.17S,175.03E,1.0600000000000007,12.879999999999999
474610,7,1,1872,Auckland,NEW,New Zealand,36.17S,175.03E,0.9299999999999997,12.225000000000001
474611,8,1,1872,Auckland,NEW,New Zealand,36.17S,175.03E,1.084,11.096
474612,9,1,1872,Auckland,NEW,New Zealand,36.17S,175.03E,0.669,12.625
474613,10,1,1872,Auckland,NEW,New Zealand,36.17S,175.03E,0.8280000000000005,12.96
474614,11,1,1872,Auckland,NEW,New Zealand,36.17S,175.03E,0.9909999999999997,15.625
474615,12,1,1872,Auckland,NEW,New Zealand,36.17S,175.03E,1.8769999999999993,18.678
474616,1,1,1873,Auckland,NEW,New Zealand,36.17S,175.03E,1.1870000000000007,17.892000000000003
474617,2,1,1873,Auckland,NEW,New Zealand,36.17S,175.03E,0.8260000000000013,18.162999999999997
474618,3,1,1873,Auckland,NEW,New Zealand,36.17S,175.03E,1.004000000000001,18.288999999999998
474619,4,1,1873,Auckland,NEW,New Zealand,36.17S,175.03E,1.731,15.645
474620,5,1,1873,Auckland,NEW,New Zealand,36.17S,175.03E,0.8180000000000002,14.644
474621,6,1,1873,Auckland,NEW,New Zealand,36.17S,175.03E,0.6570000000000004,13.043000000000001
474622,7,1,1873,Auckland,NEW,New Zealand,36.17S,175.03E,0.6770000000000012,11.461000000000002
474623,8,1,1873,Auckland,NEW,New Zealand,36.17S,175.03E,0.44500000000000106,11.866999999999999
474624,9,1,1873,Auckland,NEW,New Zealand,36.17S,175.03E,1.0049999999999986,12.335999999999999
474625,10,1,1873,Auckland,NEW,New Zealand,36.17S,175.03E,0.8410000000000019,13.546999999999999
474626,11,1,1873,Auckland,NEW,New Zealand,36.17S,175.03E,0.6169999999999989,15.203999999999997
474627,12,1,1873,Auckland,NEW,New Zealand,36.17S,175.03E,0.8280000000000005,17.726
474628,1,1,1874,Auckland,NEW,New Zealand,36.17S,175.03E,1.5719999999999996,19.069000000000003
474629,2,1,1874,Auckland,NEW,New Zealand,36.17S,175.03E,1.2630000000000012,19.060999999999996
474630,3,1,1874,Auckland,NEW,New Zealand,36.17S,175.03E,1.4129999999999991,18.513999999999996
474631,4,1,1874,Auckland,NEW,New Zealand,36.17S,175.03E,1.0020000000000016,16.134
474632,5,1,1874,Auckland,NEW,New Zealand,36.17S,175.03E,1.0630000000000015,14.339
474633,6,1,1874,Auckland,NEW,New Zealand,36.17S,175.03E,1.3020000000000012,12.310999999999998
474634,7,1,1874,Auckland,NEW,New Zealand,36.17S,175.03E,0.7489999999999991,11.217000000000002
474635,8,1,1874,Auckland,NEW,New Zealand,36.17S,175.03E,0.5700000000000018,12.110999999999999
474636,9,1,1874,Auckland,NEW,New Zealand,36.17S,175.03E,0.4709999999999997,12.738000000000001
474637,10,1,1874,Auckland,NEW,New Zealand,36.17S,175.03E,0.5679999999999986,12.758
474638,11,1,1874,Auckland,NEW,New Zealand,36.17S,175.03E,0.6870000000000015,15.013000000000002
474639,12,1,1874,Auckland,NEW,New Zealand,36.17S,175.03E,0.9539999999999991,16.6
474640,1,1,1875,Auckland,NEW,New Zealand,36.17S,175.03E,0.9129999999999998,18.099999999999998
474641,2,1,1875,Auckland,NEW,New Zealand,36.17S,175.03E,1.2310000000000008,19.389
474642,3,1,1875,Auckland,NEW,New Zealand,36.17S,175.03E,0.7740000000000001,17.96
474643,4,1,1875,Auckland,NEW,New Zealand,36.17S,175.03E,1.0569999999999997,17.362000000000002
474644,5,1,1875,Auckland,NEW,New Zealand,36.17S,175.03E,0.7909999999999999,14.552000000000001
474645,6,1,1875,Auckland,NEW,New Zealand,36.17S,175.03E,0.9840000000000002,12.935
474646,7,1,1875,Auckland,NEW,New Zealand,36.17S,175.03E,0.8840000000000003,12.422
474647,8,1,1875,Auckland,NEW,New Zealand,36.17S,175.03E,0.47799999999999915,11.279
474648,9,1,1875,Auckland,NEW,New Zealand,36.17S,175.03E,0.614000000000002,11.549000000000001
474649,10,1,1875,Auckland,NEW,New Zealand,36.17S,175.03E,0.603,13.236999999999998
474650,11,1,1875,Auckland,NEW,New Zealand,36.17S,175.03E,1.0079999999999996,14.331
474651,12,1,1875,Auckland,NEW,New Zealand,36.17S,175.03E,0.9219999999999986,17.591
474652,1,1,1876,Auckland,NEW,New Zealand,36.17S,175.03E,0.9800000000000015,18.537999999999997
474653,2,1,1876,Auckland,NEW,New Zealand,36.17S,175.03E,0.9439999999999986,18.995
474654,3,1,1876,Auckland,NEW,New Zealand,36.17S,175.03E,0.9890000000000003,18.629
474655,4,1,1876,Auckland,NEW,New Zealand,36.17S,175.03E,0.9530000000000014,16.629
474656,5,1,1876,Auckland,NEW,New Zealand,36.17S,175.03E,0.6600000000000014,14.604
474657,6,1,1876,Auckland,NEW,New Zealand,36.17S,175.03E,1.4009999999999994,12.806999999999999
474658,7,1,1876,Auckland,NEW,New Zealand,36.17S,175.03E,1.0659999999999985,12.166999999999998
474659,8,1,1876,Auckland,NEW,New Zealand,36.17S,175.03E,0.8119999999999984,11.792
474660,9,1,1876,Auckland,NEW,New Zealand,36.17S,175.03E,0.44200000000000017,12.532999999999998
474661,10,1,1876,Auckland,NEW,New Zealand,36.17S,175.03E,0.813,14.710999999999999
474662,11,1,1876,Auckland,NEW,New Zealand,36.17S,175.03E,1.0720000000000003,16.021
474663,12,1,1876,Auckland,NEW,New Zealand,36.17S,175.03E,1.4310000000000005,16.529
474664,1,1,1877,Auckland,NEW,New Zealand,36.17S,175.03E,1.3959999999999992,18.091
474665,2,1,1877,Auckland,NEW,New Zealand,36.17S,175.03E,1.543,18.605999999999995
474666,3,1,1877,Auckland,NEW,New Zealand,36.17S,175.03E,0.7629999999999981,18.317999999999994
